path	area	role	lines	native_destination	dest_method	dest_confidence
tt_4.8.4/shaders/DX8Wrapper.h	shaders	render/shader integration	227	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DazzleLayerClass.cpp	shaders	render/shader integration	44	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DazzleLayerClass.h	shaders	render/shader integration	30	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DazzleRenderObjClass.cpp	shaders	render/shader integration	116	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DazzleRenderObjClass.h	shaders	render/shader integration	88	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DecalMeshClass.h	shaders	render/shader integration	36	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DefinitionMgrClass.cpp	shaders	render/shader integration	106	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DefinitionMgrClass.h	shaders	render/shader integration	43	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynTexProjectClass.cpp	shaders	render/shader integration	84	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynTexProjectClass.h	shaders	render/shader integration	26	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynamicPhysClass.h	shaders	render/shader integration	33	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynamicPhysDefClass.h	shaders	render/shader integration	20	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynamicShadowManager.cpp	shaders	render/shader integration	47	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/DynamicShadowManager.h	shaders	render/shader integration	43	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/FileHash.h	shaders	render/shader integration	52	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/FilteredSoundClass.h	shaders	render/shader integration	16	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/GameCombatNetworkHandlerClass.h	shaders	render/shader integration	27	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/GameObjObserverManager.cpp	shaders	render/shader integration	4	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/GameObjObserverManager.h	shaders	render/shader integration	14	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/General.cpp	shaders	render/shader integration	1	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/General.h	shaders	render/shader integration	9	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/GridCullSystemClass.h	shaders	render/shader integration	18	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDClass.cpp	shaders	render/shader integration	2467	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDClass.h	shaders	render/shader integration	44	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDGlobalSettingsDef.cpp	shaders	render/shader integration	4	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDGlobalSettingsDef.h	shaders	render/shader integration	63	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDInfo.cpp	shaders	render/shader integration	27	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/HUDInfo.h	shaders	render/shader integration	55	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LightClass.h	shaders	render/shader integration	40	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LightEnvironmentClass.cpp	shaders	render/shader integration	49	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LightEnvironmentClass.h	shaders	render/shader integration	33	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Line3DClass.cpp	shaders	render/shader integration	181	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Line3DClass.h	shaders	render/shader integration	51	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LineGroupClass.cpp	shaders	render/shader integration	72	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LineGroupClass.h	shaders	render/shader integration	78	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Listener3DClass.cpp	shaders	render/shader integration	144	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Listener3DClass.h	shaders	render/shader integration	49	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/LogicalSoundClass.h	shaders	render/shader integration	47	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/MaterialPassClass.h	shaders	render/shader integration	60	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/MixFileFactoryClass.cpp	shaders	render/shader integration	131	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/MixFileFactoryClass.h	shaders	render/shader integration	59	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/MoveablePhysDefClass.h	shaders	render/shader integration	34	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Objective.cpp	shaders	render/shader integration	6	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Objective.h	shaders	render/shader integration	49	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ObjectiveManager.cpp	shaders	render/shader integration	36	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ObjectiveManager.h	shaders	render/shader integration	56	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ParticleBufferClass.cpp	shaders	render/shader integration	1692	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ParticleEmitterClass.cpp	shaders	render/shader integration	426	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ParticleEmitterDefClass.h	shaders	render/shader integration	257	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ParticleEmitterPrototypeClass.cpp	shaders	render/shader integration	15	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ParticleEmitterPrototypeClass.h	shaders	render/shader integration	17	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PersistFactoryClass.h	shaders	render/shader integration	25	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysDecalSysClass.cpp	shaders	render/shader integration	43	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysDecalSysClass.h	shaders	render/shader integration	60	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysDefClass.h	shaders	render/shader integration	29	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysGridCullClass.h	shaders	render/shader integration	26	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysTexProjectClass.cpp	shaders	render/shader integration	95	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysTexProjectClass.h	shaders	render/shader integration	12	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysicsSceneClass.cpp	shaders	render/shader integration	158	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysicsSceneClass.h	shaders	render/shader integration	384	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PhysicsSceneClass.shaders.cpp	shaders	render/shader integration	756	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PlaneReflectionCamera.h	shaders	render/shader integration	110	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PlaneReflectionRenderTarget.cpp	shaders	render/shader integration	136	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PlaneReflectionRenderTarget.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PointGroupClass.cpp	shaders	render/shader integration	329	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PointGroupClass.h	shaders	render/shader integration	130	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/PointerRemapClass.h	shaders	render/shader integration	16	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ProjectorManagerClass.cpp	shaders	render/shader integration	141	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Quaternion.cpp	shaders	render/shader integration	157	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Quaternion.h	shaders	render/shader integration	132	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RadarManager.cpp	shaders	render/shader integration	314	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RadarManager.h	shaders	render/shader integration	70	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RadarMarkerClass.h	shaders	render/shader integration	32	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Random2Class.cpp	shaders	render/shader integration	44	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Random2Class.h	shaders	render/shader integration	28	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RawFileClass.h	shaders	render/shader integration	383	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RenderInfoClass.cpp	shaders	render/shader integration	80	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/RenderInfoClass.h	shaders	render/shader integration	47	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SaveLoadSubSystemClass.h	shaders	render/shader integration	26	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SaveLoadSystemClass.h	shaders	render/shader integration	25	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SceneClass.cpp	shaders	render/shader integration	75	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SceneClass.h	shaders	render/shader integration	79	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ScreenFadeManager.cpp	shaders	render/shader integration	14	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ScreenFadeManager.h	shaders	render/shader integration	32	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ScriptManager.cpp	shaders	render/shader integration	254	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/ScriptManager.h	shaders	render/shader integration	32	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SegLineRenderer.cpp	shaders	render/shader integration	46	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SegLineRenderer.h	shaders	render/shader integration	110	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SignBufferedFileClass.h	shaders	render/shader integration	11	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SimpleEffectClass.cpp	shaders	render/shader integration	34	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SimpleEffectClass.h	shaders	render/shader integration	36	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SimpleFileFactoryClass.cpp	shaders	render/shader integration	74	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SimpleFileFactoryClass.h	shaders	render/shader integration	16	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SimpleSceneClass.h	shaders	render/shader integration	26	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SortingRenderer.cpp	shaders	render/shader integration	469	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SortingRenderer.h	shaders	render/shader integration	48	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Sound3DClass.cpp	shaders	render/shader integration	157	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Sound3DClass.h	shaders	render/shader integration	56	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundBufferClass.h	shaders	render/shader integration	32	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundEnvironmentClass.cpp	shaders	render/shader integration	8	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundEnvironmentClass.h	shaders	render/shader integration	39	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundHandleClass.h	shaders	render/shader integration	52	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundPseudo3DClass.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundSceneObjClass.cpp	shaders	render/shader integration	175	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SoundSceneObjClass.h	shaders	render/shader integration	86	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SpawnManager.h	shaders	render/shader integration	34	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SpawnerClass.h	shaders	render/shader integration	62	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/StaticAABTreeCullClass.h	shaders	render/shader integration	20	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/StaticAnimPhysDefClass.h	shaders	render/shader integration	41	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/StaticPhysClass.h	shaders	render/shader integration	49	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/StaticPhysDefClass.h	shaders	render/shader integration	26	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Subtitle.cpp	shaders	render/shader integration	100	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Subtitle.h	shaders	render/shader integration	54	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SurfaceEffectsManager.h	shaders	render/shader integration	68	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntry.h	shaders	render/shader integration	28	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryBool.cpp	shaders	render/shader integration	29	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryBool.h	shaders	render/shader integration	36	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryDynamicLODBudget.cpp	shaders	render/shader integration	24	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryDynamicLODBudget.h	shaders	render/shader integration	13	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryEnum.cpp	shaders	render/shader integration	24	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryEnum.h	shaders	render/shader integration	37	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntrySlider.cpp	shaders	render/shader integration	44	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntrySlider.h	shaders	render/shader integration	45	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryStaticLODBudget.cpp	shaders	render/shader integration	24	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryStaticLODBudget.h	shaders	render/shader integration	13	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryTextureFilterMode.cpp	shaders	render/shader integration	18	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettingEntryTextureFilterMode.h	shaders	render/shader integration	39	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettings.cpp	shaders	render/shader integration	62	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/SystemSettings.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TexProjectClass.cpp	shaders	render/shader integration	399	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TextureController.cpp	shaders	render/shader integration	376	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TextureController.h	shaders	render/shader integration	118	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Textures_Material_And_Shader_Booking_Struct.cpp	shaders	render/shader integration	37	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/Textures_Material_And_Shader_Booking_Struct.h	shaders	render/shader integration	51	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TimeManager.cpp	shaders	render/shader integration	50	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TimeManager.h	shaders	render/shader integration	29	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/TimedDecorationPhysClass.h	shaders	render/shader integration	19	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/UnderwaterRenderTarget.cpp	shaders	render/shader integration	98	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/UnderwaterRenderTarget.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/UserClipPlaneCamera.h	shaders	render/shader integration	144	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/VisTableMgrClass.h	shaders	render/shader integration	20	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WW3D.cpp	shaders	render/shader integration	208	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WW3D.h	shaders	render/shader integration	145	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WW3DAssetManager.cpp	shaders	render/shader integration	32	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WW3DAssetManager.h	shaders	render/shader integration	113	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WWAudioClass.cpp	shaders	render/shader integration	680	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WWAudioClass.h	shaders	render/shader integration	312	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WaterSystemClass.cpp	shaders	render/shader integration	19	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WaterSystemClass.h	shaders	render/shader integration	145	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeaponManager.cpp	shaders	render/shader integration	58	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeaponManager.h	shaders	render/shader integration	18	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeaponViewClass.cpp	shaders	render/shader integration	15	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeaponViewClass.h	shaders	render/shader integration	31	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeatherMgrClass.cpp	shaders	render/shader integration	987	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WeatherMgrClass.h	shaders	render/shader integration	290	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/WidgetUserClass.h	shaders	render/shader integration	9	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/animobj.cpp	shaders	render/shader integration	6	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/animobj.h	shaders	render/shader integration	70	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/basicshader.cpp	shaders	render/shader integration	151	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/basicshader.h	shaders	render/shader integration	37	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/bink.cpp	shaders	render/shader integration	232	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/bink.h	shaders	render/shader integration	67	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/boxrenderobjclass.h	shaders	render/shader integration	38	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/cMathUtil.cpp	shaders	render/shader integration	23	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/cMathUtil.h	shaders	render/shader integration	16	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/coltest.h	shaders	render/shader integration	178	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/coltype.h	shaders	render/shader integration	19	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/composite.h	shaders	render/shader integration	34	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/coreshader.cpp	shaders	render/shader integration	351	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/coreshader.h	shaders	render/shader integration	43	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
tt_4.8.4/shaders/decalsys.cpp	shaders	render/shader integration	63	EXCLUDED: directive 0.6 (D3D8-to-D3D9 layer, not imported)	area-rule	high
